provider,scope,geographic_resolution,location,country,period,water_flow,value,reported_unit,value_liters,value_qualifier,caveat,source_report_id,source_url,report_year
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY21,consumption,4785.0,ML,4785000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY21,consumption,4.0,ML,4000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY21,consumption,5.0,ML,5000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY22,withdrawal,8698.0,ML,8698000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY22,withdrawal,8657.0,ML,8657000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY22,withdrawal,39.0,ML,39000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY22,withdrawal,2.0,ML,2000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY22,discharge,3369.0,ML,3369000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY22,discharge,3369.0,ML,3369000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY22,consumption,5329.0,ML,5329000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY22,consumption,5324.0,ML,5324000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY22,consumption,4.0,ML,4000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY22,consumption,1.0,ML,1000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY23,withdrawal,9666.0,ML,9666000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY23,withdrawal,9641.0,ML,9641000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY23,withdrawal,21.0,ML,21000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY23,withdrawal,4.0,ML,4000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY23,discharge,3848.0,ML,3848000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY23,discharge,3848.0,ML,3848000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY23,consumption,5818.0,ML,5818000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY23,consumption,5815.0,ML,5815000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY23,consumption,2.0,ML,2000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY23,consumption,1.0,ML,1000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY24,withdrawal,11590.0,ML,11590000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY24,withdrawal,11500.0,ML,11500000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY24,withdrawal,53.0,ML,53000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY24,withdrawal,37.0,ML,37000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY24,discharge,4897.0,ML,4897000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY24,discharge,4897.0,ML,4897000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY24,consumption,6693.0,ML,6693000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY24,consumption,6661.0,ML,6661000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY24,consumption,19.0,ML,19000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY24,consumption,13.0,ML,13000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY25,withdrawal,13266.0,ML,13266000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY25,withdrawal,13192.0,ML,13192000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY25,withdrawal,45.0,ML,45000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY25,withdrawal,29.0,ML,29000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY25,discharge,5096.0,ML,5096000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY25,discharge,5096.0,ML,5096000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations (global),global,Global corporate operations,,FY25,consumption,8170.0,ML,8170000000.0,exact,Not Azure-specific; not a product or workload factor,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, third-party water source",global,Global corporate operations,,FY25,consumption,8162.0,ML,8162000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, surface water source",global,Global corporate operations,,FY25,consumption,5.0,ML,5000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,"Microsoft corporate operations, ground water source",global,Global corporate operations,,FY25,consumption,3.0,ML,3000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations in water-stressed areas,global,Global corporate operations in high/extremely-high baseline water stress (WRI Aqueduct),,FY25,withdrawal,6659.0,ML,6659000000.0,exact,,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations in water-stressed areas,global,Global corporate operations in high/extremely-high baseline water stress (WRI Aqueduct),,FY25,discharge,2733.0,ML,2733000000.0,exact,,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations in water-stressed areas,global,Global corporate operations in high/extremely-high baseline water stress (WRI Aqueduct),,FY25,consumption,3926.0,ML,3926000000.0,exact,,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Gävle-Sandviken datacentre,SE,FY25,withdrawal,14.0,ML,14000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Hollands Kroon datacentre,NL,FY25,withdrawal,46.0,ML,46000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Jakarta datacentre,ID,FY25,withdrawal,84.0,ML,84000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Kuala Lumpur datacentre,MY,FY25,withdrawal,23.0,ML,23000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY20,withdrawal,23.0,ML,23000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY20,consumption,9.0,ML,9000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY20,discharge,14.0,ML,14000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY21,withdrawal,48.0,ML,48000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY21,consumption,25.0,ML,25000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY21,discharge,23.0,ML,23000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY22,withdrawal,58.0,ML,58000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY22,consumption,30.0,ML,30000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY22,discharge,28.0,ML,28000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY23,withdrawal,70.0,ML,70000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY23,consumption,37.0,ML,37000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY23,discharge,33.0,ML,33000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY24,withdrawal,21.0,ML,21000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY24,consumption,7.0,ML,7000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY24,discharge,14.0,ML,14000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY25,withdrawal,126.0,ML,126000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY25,consumption,80.0,ML,80000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,Latin America,,FY25,discharge,46.0,ML,46000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Madrid datacentre,ES,FY25,withdrawal,15.0,ML,15000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Malmo datacentre,SE,FY25,withdrawal,1.0,ML,1000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Manassas (VA) datacentre,US,FY25,withdrawal,11.0,ML,11000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Melbourne datacentre,AU,FY25,withdrawal,9.0,ML,9000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft-owned datacentre location (FY25),site,Milan datacentre,IT,FY25,withdrawal,6.0,ML,6000000.0,exact,Excludes commissioning and locations collectively <1% of owned-datacentre withdrawal/electricity; Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
Microsoft,Microsoft corporate operations by region,region,North America,,FY20,withdrawal,4596.0,ML,4596000000.0,exact,Section 2 detail; not part of the assured Section 1 metrics.,microsoft_2026_environmental_data_factsheet,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/2026-Environmental-Data-Fact-Sheet.pdf,2026
